body,total_user_messages,story,chat_link,created_at,stop_logic_data,message_type_text,full_name,last_nodes
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/4261289/#id_16727589_2,2018-01-24T18:16Z,False_continue,regular,Sameer Srivastava,[u'NEARBY_TASK']
"Hey, can you find me the nearest petrol pump?{task} ",3,Nearby Gas,https://api.haptikapi.com//user_info/3830299/#id_16727571_3,2018-01-24T18:15Z,False_continue,carousel_message,Pranav Chitrans,[u'NEARBY_GAS']
"Hey, can you find me the nearest petrol pump?{task}",4,Nearby Gas,https://api.haptikapi.com//user_info/4261319/#id_16727721_1,2018-01-24T18:24Z,False_continue,regular,Prateek Rajput,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Gas,https://api.haptikapi.com//user_info/4261319/#id_16727721_1,2018-01-24T18:25Z,False_continue,app_location,Prateek Rajput,[u'NEARBY_GAS']
{emoticon}{thumbsup},4,Nearby Gas,https://api.haptikapi.com//user_info/4261319/#id_16727721_1,2018-01-24T18:25Z,True_Casual_nothing_changed,regular,Prateek Rajput,[u'NEARBY_GAS']
Wow! Then what?,11,Savings Story,https://api.haptikapi.com//user_info/3426371/#id_16727806_2,2018-01-24T18:36Z,False_continue,regular,Guest ,[u'STEP_THREE']
What did the king do?,11,Savings Story,https://api.haptikapi.com//user_info/3426371/#id_16727806_2,2018-01-24T18:36Z,False_continue,regular,Guest ,[u'STEP_FIVE']
What happened finally?,11,Savings Story,https://api.haptikapi.com//user_info/3426371/#id_16727806_2,2018-01-24T18:37Z,False_continue,regular,Guest ,[u'STEP_TEN']
Keep Going!,11,Savings Story,https://api.haptikapi.com//user_info/3426371/#id_16727806_2,2018-01-24T18:36Z,False_continue,regular,Guest ,[u'STEP_SEVEN']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/4261833/#id_16728604_5,2018-01-24T20:14Z,False_continue,regular,Susovan Maiti,[u'NEARBY_TASK']
Byeee,3,Savings Story,https://api.haptikapi.com//user_info/4261845/#id_16728668_2,2018-01-24T20:10Z,True_nothing_changed,regular,Shine ,[u'STEP_TWO_A']
Gud n8,3,Savings Story,https://api.haptikapi.com//user_info/4261845/#id_16728668_2,2018-01-24T20:10Z,True_no_nodes,regular,Shine ,[u'STEP_TWO_A']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4261900/#id_16728791_1,2018-01-24T20:35Z,,regular,Vishu ,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261733/#id_16728424_1,2018-01-24T19:30Z,False_continue,app_location,Figo ,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3830299/#id_16727571_1,2018-01-24T18:13Z,False_continue,app_location,Pranav Chitrans,[u'NEARBY_ATM']
i want to search for a location{task},5,No Story,https://api.haptikapi.com//user_info/4261289/#id_16727589_1,2018-01-24T18:14Z,,regular,Sameer Srivastava,[u'No Nodes']
"More
Nearby: Pub",5,Nearby General Task,https://api.haptikapi.com//user_info/4261289/#id_16727589_1,2018-01-24T18:15Z,False_continue,auto_form_reply,Sameer Srivastava,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",5,Nearby General Task,https://api.haptikapi.com//user_info/4261289/#id_16727589_1,2018-01-24T18:15Z,False_continue,app_location,Sameer Srivastava,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task} ",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261368/#id_16727674_1,2018-01-24T18:21Z,False_continue,carousel_message,Kumar Swapnil,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261368/#id_16727674_1,2018-01-24T18:21Z,False_continue,app_location,Kumar Swapnil,[u'NEARBY_ATM']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4261368/#id_16727674_2,2018-01-24T18:21Z,,regular,Kumar Swapnil,[u'No Nodes']
Hmm… then what?,11,Savings Story,https://api.haptikapi.com//user_info/3426371/#id_16727806_2,2018-01-24T18:36Z,False_continue,regular,Guest ,[u'STEP_SIX']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4261818/#id_16728574_1,2018-01-24T19:49Z,False_continue,regular,Pushkar ,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",6,Nearby Atm Details,https://api.haptikapi.com//user_info/4262066/#id_16729130_1,2018-01-24T23:30Z,False_continue,carousel_message,Kuna ,[u'NEARBY_ATM']
KUNA,6,No Story,https://api.haptikapi.com//user_info/4262066/#id_16729130_1,2018-01-24T23:30Z,True_no_nodes,regular,Kuna ,[u'No Nodes']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4261661/#id_16728334_1,2018-01-24T19:19Z,False_continue,regular,Mahipal ,[u'NEARBY_GAS']
"Hey, can you find me the nearest Bus Stop?{task}",1,Nearby Bus Stops,https://api.haptikapi.com//user_info/4261833/#id_16728604_1,2018-01-24T19:54Z,False_continue,regular,Susovan Maiti,[u'NEARBY_BUS_STOP']
Apni valo achen,3,No Story,https://api.haptikapi.com//user_info/4261833/#id_16728604_2,2018-01-24T20:03Z,True_no_nodes,regular,Susovan Maiti,[u'No Nodes']
{emoticon}{thumbsup},2,OFFERS,https://api.haptikapi.com//user_info/4261955/#id_16728922_1,2018-01-24T21:26Z,True_Casual_nothing_changed,regular,Pradeep ,[u'SPA_OFFERS_VLCC']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262732/#id_16730261_1,2018-01-25T02:44Z,False_continue,app_location,Shidartha ,[u'NEARBY_ATM']
Aadhar centre,1,No Story,https://api.haptikapi.com//user_info/4251935/#id_16708378_3,2018-01-25T02:44Z,True_no_nodes,regular,Veer ,[u'No Nodes']
"Hey, I'm looking for the nearest ATM!{task} ",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262700/#id_16730425_1,2018-01-25T03:12Z,False_continue,carousel_message,Ranku Biswas,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",2,No Story,https://api.haptikapi.com//user_info/4263018/#id_16730792_1,2018-01-25T03:28Z,False_reply_without_graphflow,app_location,Rahul Chavda,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/2925478/#id_12720827_5,2018-01-25T03:51Z,False_continue,app_location,Guest Shivam,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262285/#id_16729507_1,2018-01-25T01:19Z,False_continue,regular,Brajesh Kumar,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262285/#id_16729507_1,2018-01-25T01:20Z,False_continue,app_location,Brajesh Kumar,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262289/#id_16729536_1,2018-01-25T01:26Z,False_continue,app_location,Subhendu Biswas,[u'NEARBY_ATM']
{emoticon}{thumbsup},5,No Story,https://api.haptikapi.com//user_info/4262289/#id_16729536_2,2018-01-25T01:26Z,True_Casual_no_nodes,regular,Subhendu Biswas,[u'No Nodes']
"Hey, can you fine me the nearest medical store?{task} ",5,Nearby Pharmacy,https://api.haptikapi.com//user_info/4262289/#id_16729536_2,2018-01-25T01:28Z,False_continue,carousel_message,Subhendu Biswas,[u'NEARBY_PHARMACY']
{emoticon}{thumbsup},4,No Story,https://api.haptikapi.com//user_info/4262289/#id_16729536_4,2018-01-25T01:29Z,True_Casual_no_nodes,regular,Subhendu Biswas,[u'No Nodes']
Thanks for the information,4,No Story,https://api.haptikapi.com//user_info/4262289/#id_16729536_5,2018-01-25T01:32Z,True_Casual_no_nodes,regular,Subhendu Biswas,[u'No Nodes']
{emoticon}{thumbsup},4,No Story,https://api.haptikapi.com//user_info/4262289/#id_16729536_5,2018-01-25T01:33Z,True_Casual_no_nodes,regular,Subhendu Biswas,[u'No Nodes']
Ok bye,4,No Story,https://api.haptikapi.com//user_info/4262289/#id_16729536_5,2018-01-25T01:32Z,True_Smalltalk_no_nodes,regular,Subhendu Biswas,[u'No Nodes']
No thanks,3,No Story,https://api.haptikapi.com//user_info/4024574/#id_16231556_2,2018-01-25T01:55Z,False_general,regular,Nishka ,[u'NEARBY_USER_NOT_INTERESTED']
"Hey, I'm looking for the nearest ATM!{task} ",1,Nearby Atm Details,https://api.haptikapi.com//user_info/3664100/#id_15270709_1,2018-01-25T02:02Z,False_continue,carousel_message,Rahul Shewale,[u'NEARBY_ATM']
"More
Nearby: Night Club",3,Nearby Night Club,https://api.haptikapi.com//user_info/4262444/#id_16730018_1,2018-01-25T02:23Z,False_continue,auto_form_reply,Rb ,[u'NEARBY_NIGHT_CLUB']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4257938/#id_16730123_1,2018-01-25T02:33Z,False_continue,regular,Ranjeet Yadav,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4257938/#id_16730123_1,2018-01-25T02:33Z,False_continue,app_location,Ranjeet Yadav,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,No Story,https://api.haptikapi.com//user_info/4262066/#id_16729130_2,2018-01-25T02:39Z,True_no_nodes,app_location,Kuna ,[u'No Nodes']
"Hi, I am interested in Salon and Beauty Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4239306/#id_16731614_1,2018-01-25T04:10Z,False_continue,regular,Swapnil Gawande,[u'SPA_OFFERS_VLCC']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4265229/#id_16734299_1,2018-01-25T04:32Z,False_continue,app_location,Naresh Sahu,[u'NEARBY_GAS']
"More
Nearby: mall",2,Nearby General Task,https://api.haptikapi.com//user_info/4245527/#id_16696452_5,2018-01-25T04:45Z,False_continue,auto_form_reply,Aman ,[u'NEARBY_TASK']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/4245527/#id_16696452_5,2018-01-25T04:45Z,False_continue,regular,Aman ,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4265857/#id_16735635_1,2018-01-25T04:45Z,False_continue,regular,Sivaram K,[u'NEARBY_ATM']
Hey,2,Nearby Atm Details,https://api.haptikapi.com//user_info/4271877/#id_16745576_1,2018-01-25T07:39Z,True_Casual_nothing_changed,regular,Sourav ,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4271877/#id_16745576_1,2018-01-25T07:39Z,False_continue,regular,Sourav ,[u'NEARBY_ATM']
I love you,5,No Story,https://api.haptikapi.com//user_info/4271877/#id_16745576_2,2018-01-25T07:40Z,True_Smalltalk_no_nodes,regular,Sourav ,[u'No Nodes']
Send me nudes,21,No Story,https://api.haptikapi.com//user_info/4271877/#id_16745576_5,2018-01-25T07:43Z,True_no_nodes,regular,Sourav ,[u'No Nodes']
Please,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_5,2018-01-25T07:47Z,True_no_nodes,regular,Sourav ,[u'NEARBY_TASK']
One night fuck with you,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_5,2018-01-25T07:46Z,True_no_nodes,regular,Sourav ,[u'NEARBY_TASK']
Let me fuck u,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_5,2018-01-25T07:47Z,True_Casual_no_nodes,regular,Sourav ,[u'NEARBY_TASK']
Fuck you hard,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_7,2018-01-25T07:50Z,False_continue,regular,Sourav ,[u'NEARBY_TASK']
Do you have parents,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_7,2018-01-25T07:51Z,True_nothing_changed,regular,Sourav ,[u'NEARBY_TASK']
{emoticon}{thumbsup},21,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4271877/#id_16745576_7,2018-01-25T07:52Z,True_Casual_no_nodes,regular,Sourav ,[u'NEARBY_COMPLAINT']
{emoticon}{thumbsup},21,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4271877/#id_16745576_7,2018-01-25T07:52Z,True_Casual_no_nodes,regular,Sourav ,[u'NEARBY_COMPLAINT']
Hard,21,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_7,2018-01-25T07:50Z,False_continue,regular,Sourav ,[u'NEARBY_TASK']
i want to search for a location{task},2,No Story,https://api.haptikapi.com//user_info/4271877/#id_16745576_4,2018-01-25T07:42Z,,regular,Sourav ,[u'No Nodes']
Bitch,37,No Story,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:53Z,True_Casual_no_nodes,regular,Sourav ,[u'No Nodes']
Madarchod,37,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:56Z,False_continue,regular,Sourav ,[u'NEARBY_COMPLAINT']
{emoticon}{thumbsup},37,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:56Z,False_continue,regular,Sourav ,[u'NEARBY_TASK']
Yup,37,No Story,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:53Z,True_no_nodes,regular,Sourav ,[u'No Nodes']
Please mind your language.,37,Nearby General Task,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:56Z,False_continue,regular,Sourav ,[u'NEARBY_TASK']
Bitch,37,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:55Z,True_Casual_no_nodes,regular,Sourav ,[u'NEARBY_COMPLAINT']
Bitch,37,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4271877/#id_16745576_8,2018-01-25T07:55Z,True_Casual_no_nodes,regular,Sourav ,[u'NEARBY_COMPLAINT']
"Hey, I'm looking for the nearest ATM!{task} ",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4272429/#id_16746553_1,2018-01-25T08:11Z,False_continue,carousel_message,Jinod ,[u'NEARBY_ATM']
Tell me a story,1,Savings Story,https://api.haptikapi.com//user_info/3146234/#id_16544767_4,2018-01-25T04:58Z,False_continue,regular,Devidutta Rout,[u'STEP_TWO_A']
No thanks,15,Life and investment products,https://api.haptikapi.com//user_info/4265653/#id_16735870_2,2018-01-25T04:56Z,False_continue,regular,Manjari ,[u'ET_NOT_NOW']
Moral of the story,15,Savings Story,https://api.haptikapi.com//user_info/4265653/#id_16735870_2,2018-01-25T04:52Z,False_continue,regular,Manjari ,[u'STEP_ELEVEN']
What happened finally?,15,Savings Story,https://api.haptikapi.com//user_info/4265653/#id_16735870_2,2018-01-25T04:52Z,False_continue,regular,Manjari ,[u'STEP_TEN']
Thank u,15,No Story,https://api.haptikapi.com//user_info/4265653/#id_16735870_2,2018-01-25T04:57Z,False_general,regular,Manjari ,[u'EDEL_THANK_YOU']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4244782/#id_16693336_2,2018-01-25T04:59Z,False_continue,regular,Shivanshu Rajput,[u'NEARBY_TASK']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",5,Nearby Atm Details,https://api.haptikapi.com//user_info/4259830/#id_16746803_1,2018-01-25T08:19Z,False_reply_without_graphflow,app_location,Guest ,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4151993/#id_16514065_7,2018-01-25T08:52Z,False_continue,regular,Suresh ,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4249826/#id_16703055_4,2018-01-25T08:58Z,False_continue,regular,Guest ,[u'NEARBY_ATM']
"Hi, I am interested in Salon and Beauty Offers{task}",2,OFFERS,https://api.haptikapi.com//user_info/4249826/#id_16703055_5,2018-01-25T08:58Z,False_continue,regular,Guest ,[u'SPA_OFFERS_VLCC']
"Hey, I'm looking for the nearest ATM!{task} ",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4250216/#id_16703311_2,2018-01-25T05:31Z,False_continue,carousel_message,Amresh Singh,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4268452/#id_16740238_1,2018-01-25T05:33Z,False_continue,regular,Mohammed Amer,[u'NEARBY_ATM']
"More
Nearby: restaurant",3,Nearby General Task,https://api.haptikapi.com//user_info/4266580/#id_16739804_1,2018-01-25T05:28Z,False_continue,auto_form_reply,Sourav Ghorui,[u'NEARBY_TASK']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4266580/#id_16739804_1,2018-01-25T05:28Z,False_continue,regular,Sourav Ghorui,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3522749/#id_14535338_4,2018-01-25T06:02Z,False_continue,regular,Udit Srivastava,[u'NEARBY_ATM']
"Hey, I'm looking for the nearest ATM!{task} ",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4256185/#id_16743518_1,2018-01-25T06:56Z,False_continue,carousel_message,Bablu Chauhan,[u'NEARBY_ATM']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/3167015/#id_13404981_4,2018-01-25T07:07Z,False_continue,regular,Sanjay Kalra,[u'NEARBY_TASK']
